FID,id_objeto,nome,nomeabrev,geometriaaproximada,emduto,tensaoeletrica,numcircuitos,especie,posicaorelativa,operacional,situacaofisica,id_produtor,id_elementoprodutor,geom
BC250_2017_Trecho_Energia_L.50,50,LT 500 kV SERRA DA MESA/SAMAMBAIA C-1 GO/DF,LT 500 kV SERRA DA MESA/SAMAMBAIA C-1 GO/DF,Não,Não,,,Desconhecido,Na superfície,Sim,Construída,250014,13,"MULTILINESTRING ((-48.291277928999904 -13.83298551, -48.270507429000006 -13.86508901, -48.262920928999996 -13.97347201, -48.260786706 -14.000439773, -48.255333929 -14.07426801, -48.255154429 -14.18929851, -48.2434119289999 -14.347392511, -48.232573429000006 -14.502380011, -48.216315929000004 -14.802600511000001, -48.205494455 -14.99630969, -48.205291652 -15.0004454529999, -48.19463942899989 -15.142922510999899, -48.178381929000004 -15.357520511999999, -48.175130429 -15.4691545119999, -48.167543929000004 -15.617639011999898, -48.153453929 -15.773710512, -48.151293429 -15.8980075119999, -48.161688929 -15.918799012000001, -48.075007146 -15.998837664))"
BC250_2017_Trecho_Energia_L.51,51,LT 230 kV ITAPACI /BARRO ALTO C-1 GO,LT 230 kV ITAPACI /BARRO ALTO C-1 GO,Não,Não,,,Transmissão,Emerso,Sim,Construída,250014,20,"MULTILINESTRING ((-49.332926146999995 -15.000443269999899, -49.41821293 -14.974779511000001, -49.500446296 -14.950125837000002))"
BC250_2017_Trecho_Energia_L.52,52,LT 500 kV S.DA MESA /GURUPI C-2 GO/TO,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250008,3,"MULTILINESTRING ((-49.04823013623984 -11.745710859477564, -48.87614081270834 -11.979826975363155, -48.55788393700001 -13.000433567, -48.291277928999904 -13.81792301))"
BC250_2017_Trecho_Energia_L.53,53,,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250014,64,"MULTILINESTRING ((-49.000758217999895 -16.505462721999898, -49.023351001 -16.5248000299999, -49.052214678000006 -16.5505945469999, -49.077681253 -16.579105545999898, -49.1101862639999 -16.6150747199999, -49.139421395999896 -16.645086496))"
BC250_2017_Trecho_Energia_L.54,54,LT 230 kV ANHANGUERA /C. DOURADA C-2 GO,LT 230 kV ANHANGUERA /C. DOURADA C-2 GO,Não,Não,230,,Transmissão,Na superfície,Sim,Construída,250014,86,"MULTILINESTRING ((-49.235460019 -16.790016508, -49.2394911169999 -16.820557626, -49.240117294 -16.838944469, -49.240857322000004 -16.847654025999898, -49.241426573999895 -16.871676464, -49.2423563519999 -16.91013893, -49.243039455 -16.9319223099999, -49.241825049999896 -16.9682026429999, -49.23825050400001 -17.0004746349999, -49.23387766 -17.02780518, -49.233347217 -17.0370216279999, -49.235270073 -17.048293542, -49.2320211099999 -17.054526247000002, -49.2320211099999 -17.062350281999997, -49.2320211099999 -17.068384070999997, -49.232949385000005 -17.072229783, -49.232286331000005 -17.077401602000002, -49.233015689999895 -17.091988785, -49.2322200259999 -17.1018682869999, -49.23029717 -17.1138032549999, -49.228971062 -17.128523048, -49.227910176 -17.139198214, -49.22684929 -17.1452320029999, -49.226053626 -17.164858395, -49.224263381 -17.179445578000003, -49.224329686 -17.18501523, -49.222539441 -17.2009948259999, -49.222539441 -17.203779651999998, -49.222473135 -17.208885165999998, -49.222207914 -17.266570843999897, -49.221876387 -17.291170139, -49.2220753029999 -17.294750629, -49.2239318539999 -17.326311989, -49.224594907 -17.344545968, -49.224860129 -17.3630451679999, -49.225324267 -17.365829994, -49.224727518 -17.3717311729999, -49.225523183 -17.373123586000002, -49.228705841 -17.379621513, -49.229236284 -17.381875895, -49.2298330319999 -17.383467224, -49.228175398 -17.384859636999998, -49.23984514400001 -17.394473917, -49.245812628 -17.4023642569999, -49.2497246459999 -17.417946021, -49.247470263000004 -17.419471044, -49.2457463229999 -17.420465625000002, -49.244685436999895 -17.4213938999999, -49.243293024 -17.424908085000002, -49.242099526999894 -17.425305917999896, -49.239381007000006 -17.4255711389999, -49.23759076100001 -17.426167887000002, -49.236529875 -17.427228774000003, -49.2348722409999 -17.429085324000003, -49.233678744 -17.429217934999897, -49.232949385000005 -17.428886408, -49.2324852469999 -17.4284222699999, -49.231623277000004 -17.428090742999903, -49.229766727 -17.42928424, -49.225257961 -17.432997341, -49.226119931 -17.45739772, -49.2262525419999 -17.48106874, -49.22684929 -17.496915725, -49.2270482059999 -17.520188913, -49.2270482059999 -17.525161816, -49.226119931 -17.5447882079999, -49.227910176 -17.567000509, -49.228374314 -17.58735626, -49.230164558999896 -17.627736234999897, -49.229236284 -17.650810506000003, -49.230827613 -17.696295995, -49.2304297809999 -17.702263479, -49.23029717 -17.7162539139999, -49.23056239100001 -17.725138833999896, -49.230960223999894 -17.754644727, -49.231026529000005 -17.7588882709999, -49.231026529000005 -17.761739401999897, -49.231026529000005 -17.764391617999898, -49.231817951000004 -17.7787865679999, -49.232138171 -17.808553882000002, -49.23300548700001 -17.837295438, -49.2361214439999 -17.845766946, -49.236179485 -17.852566496, -49.23600789700001 -17.858400472000003, -49.235493134 -17.8634623029999, -49.235064166 -17.8696394529999, -49.23437781599989 -17.873328585, -49.2342062279999 -17.878905179, -49.23456353099989 -17.895144548, -49.33849843551545 -18.008814811711396))"
BC250_2017_Trecho_Energia_L.55,55,LT 500 kV JAGUARA-SE /NOVA PONTE C-1 MG,LT 500 kV JAGUARA-SE /NOVA PONTE C-1 MG,Não,Não,,,Transmissão,Emerso,Sim,Construída,250013,111,"MULTILINESTRING ((-47.675279606999894 -19.175148497000002, -47.531569928 -19.659778016, -47.4546228249999 -19.825253727, -47.442666706369955 -20.011062454099488))"
BC250_2017_Trecho_Energia_L.56,56,,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250014,55,"MULTILINESTRING ((-48.9620270729999 -16.971757829999902, -48.97209581 -16.956435895, -48.9924971199999 -16.937699999, -49.010983204999896 -16.919713537999897, -49.041710075 -16.885239488, -49.0530348839999 -16.874997198000003, -49.0819298 -16.8492665659999, -49.110325092 -16.824035559, -49.12573016300001 -16.8107955249999, -49.1933459319999 -16.806215639, -49.203151426000005 -16.8032105189999))"
BC250_2017_Trecho_Energia_L.57,57,,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250014,62,"MULTILINESTRING ((-49.139421395999896 -16.645086496, -49.145689236 -16.648995319999898, -49.154093642999996 -16.65540264, -49.163704622999894 -16.663390987, -49.191273974 -16.674556798, -49.1998047399999 -16.674291753000002, -49.2091799529999 -16.676233365, -49.217001876 -16.678785198000003, -49.223714306 -16.6808377589999, -49.225655918 -16.6817808279999, -49.2344763849999 -16.6852757299999))"
BC250_2017_Trecho_Energia_L.58,58,,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250013,104,"MULTILINESTRING ((-44.90517857338407 -18.74006898322128, -45.041542931 -18.533504927000003, -45.06206657 -18.5020035279999, -45.077339975 -18.475752362999998, -45.135092539000006 -18.381725461, -45.145102672 -18.366816715, -45.1546615899999 -18.3578607649999, -45.159911823 -18.3464057109999, -45.1627755869999 -18.338291715, -45.175662522 -18.3215864279999, -45.181420351 -18.306817339000002, -45.207163921 -18.2519015149999))"
BC250_2017_Trecho_Energia_L.59,59,LT 500 kV NOVA PONTE /ESTREITO C-1 MG,LT 500 kV NOVA PONTE /ESTREITO C-1 MG,Não,Não,,,Transmissão,Emerso,Sim,Construída,250013,119,"MULTILINESTRING ((-47.667650740999896 -19.175221768, -47.532273927999896 -19.4063715149999, -47.419693428 -19.653090016000004, -47.3219407349999 -19.853723276))"
BC250_2017_Trecho_Energia_L.60,60,LT 500 kV EMBORCACAO /NOVA PONTE C-1 MG,LT 500 kV EMBORCACAO /NOVA PONTE C-1 MG,Não,Não,,,Transmissão,Emerso,Sim,Construída,250013,107,"MULTILINESTRING ((-47.987232633763526 -18.458365920729904, -47.757600695 -19.0004674699999, -47.686195649999895 -19.160668031999897))"
BC250_2017_Trecho_Energia_L.61,61,LT 230 kV BARRA PEIXE /RONDONOPOLIS C-1 MT,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250008,38,"MULTILINESTRING ((-52.60928285780073 -16.432496781799816, -53.606999934 -16.485823513, -54.00231798254377 -16.486561004646802, -54.2493536304377 -16.467292236701223))"
BC250_2017_Trecho_Energia_L.62,62,LT 500 kV NOVA PONTE /ESTREITO C-1 MG,LT 500 kV NOVA PONTE /ESTREITO C-1 MG,Não,Não,,,Transmissão,Emerso,Sim,Construída,250013,117,"MULTILINESTRING ((-47.3219407349999 -19.853723276, -47.31155619 -19.875037114))"
BC250_2017_Trecho_Energia_L.63,63,LT 500 kV EMBORCACAO /NOVA PONTE C-2 MG,LT 500 kV EMBORCACAO /NOVA PONTE C-2 MG,Não,Não,,,Transmissão,Emerso,Sim,Construída,250013,106,"MULTILINESTRING ((-47.98612796358013 -18.45841124085645, -47.913313929000005 -18.605402015000003, -47.7430454619999 -19.000467504, -47.7302804839999 -19.025462579, -47.682018732 -19.15398213))"
BC250_2017_Trecho_Energia_L.64,64,LT 500 kV B.DESPACHO 3 /SAO GOTARDO 2 C-2 MG,LT 500 kV B.DESPACHO 3 /SAO GOTARDO 2 C-2 MG,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250013,126,"MULTILINESTRING ((-46.038238513 -19.325014595, -45.542011925999894 -19.632020016, -45.2911933079999 -19.745882153000004))"
BC250_2017_Trecho_Energia_L.65,65,,,Não,Não,,,Transmissão,Emerso,Sim,Construída,250014,19,"MULTILINESTRING ((-49.111585747999996 -15.306112240999898, -49.1022758039999 -15.3049976569999, -49.090792584000006 -15.2999200429999, -49.07423175 -15.291327157999898, -49.072825641 -15.288124355, -49.0655607469999 -15.2846872, -49.06220171 -15.284062263000001, -49.05454623 -15.282968622999899, -49.0501716699999 -15.278984648999899, -49.0442406239999 -15.2765748469999, -49.0308184419999 -15.265453610999899, -49.02372386 -15.2548309119999, -49.019198667 -15.249538738, -49.0149802669999 -15.241983967, -48.997684826000004 -15.2154080459999, -48.976592825999894 -15.18484382, -48.957916817999894 -15.157270823000001, -48.9459519019999 -15.1397836379999, -48.9345238729999 -15.122028008000001, -48.920411407 -15.1004758189999, -48.91642310100001 -15.087935666, -48.910363945 -15.070256734999898, -48.901697049999896 -15.041533264999899, -48.900393181 -15.039078923000002, -48.897401951999896 -15.024506268, -48.898092236000004 -15.0201344719999, -48.896711668 -15.0167597519999, -48.896021385 -15.01514909, -48.89832233 -15.0118510679999, -48.900623276 -15.006252101, -48.899549501 -15.001957003, -48.90112196 -15.000444111, -48.902414958 -14.996738177999898, -48.905647457 -14.991889429, -48.908448956 -14.98811818, -48.91161814 -14.982991946, -48.9136661209999 -14.979359346, -48.918685202999896 -14.9728176849999, -48.920947952999896 -14.970231686, -48.9221332019999 -14.966460437, -48.9290291999999 -14.943186442999899, -48.9329081989999 -14.929933197, -48.937756948 -14.925730949, -48.953057443000006 -14.9112924529999, -48.96616070499989 -14.8984919649999, -48.9840894339999 -14.881768962, -48.99615743 -14.870562965000001, -49.0122121759999 -14.85364622, -49.017060924 -14.848258721, -49.024387922 -14.8392077239999, -49.043768515 -14.811143923000001, -49.049834873 -14.802608651, -49.053139205 -14.7958563199999, -49.0548632049999 -14.7911153219999, -49.0564435379999 -14.7837883239999, -49.057736537000004 -14.779047324999999, -49.060466203000004 -14.768559662, -49.0626212029999 -14.7560606649999, -49.065494535 -14.746004001000001, -49.0706665339999 -14.7287640069999, -49.080435864 -14.717270676999899, -49.087331862 -14.709225346, -49.088337528 -14.699168681999899, -49.088193862 -14.69500235, -49.093078526999896 -14.646874031000001, -49.09437152700001 -14.6325073679999, -49.097963192 -14.594292046, -49.098968859 -14.5836607159999, -49.100405525 -14.5717363859999, -49.114772187 -14.55880639, -49.124828851000004 -14.5498990589999, -49.12899518300001 -14.54688206, -49.132012182000004 -14.539555062000002, -49.13505403999989 -14.533803180999898, -49.1389081799999 -14.51197107, -49.14020118 -14.499615741, -49.141206845999896 -14.4889844099999, -49.143792845 -14.467147084, -49.1453731779999 -14.4520620879999, -49.150401509999895 -14.4098241, -49.151838176 -14.397468771, -49.155573509 -14.368591778999898, -49.157010174999996 -14.3558054499999, -49.156435508 -14.3445994529999))"
BC250_2017_Trecho_Energia_L.67,67,,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250013,102,"MULTILINESTRING ((-46.301698310999896 -18.995614932000002, -46.3033091779999 -18.988634509, -46.30465156700001 -18.977895395999997, -46.312437423999896 -18.969841061, -46.3204917589999 -18.959370425, -46.333647172999996 -18.9585649919999, -46.3489504089999 -18.958028035999998, -46.362105823 -18.954000868999998, -46.3854633939999 -18.944604145, -46.391369906 -18.941650889, -46.404793796999996 -18.9193672289999, -46.412579654000005 -18.906480293, -46.409626397999894 -18.8994998699999, -46.406404664 -18.89198249, -46.406673141999896 -18.882048810999898, -46.396739462 -18.878290121000003, -46.395665551 -18.8710412199999, -46.393517728999896 -18.856811895, -46.398887284999894 -18.8482206039999, -46.400229673999895 -18.839360836, -46.404256841999896 -18.8275478109999, -46.41070031 -18.820567388, -46.413653565999894 -18.813586964, -46.414995954999895 -18.805264151999896, -46.412579654000005 -18.798552206, -46.4118830529999 -18.793658956999902, -46.4080155309999 -18.7859337479999, -46.403719886 -18.777342457))"
BC250_2017_Trecho_Energia_L.68,68,LT 230 kV ITUMBIARA /RIO VERDE FUR C-1 MG/GO,LT 230 kV ITUMBIARA /RIO VERDE FUR C-1 MG/GO,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250013,85,"MULTILINESTRING ((-49.12302439708988 -18.401702264593183, -50.174728876545245 -17.9891465244371, -50.867355431 -17.755944514))"
BC250_2017_Trecho_Energia_L.69,69,,,Não,Não,,,Transmissão,Na superfície,Sim,Construída,250013,103,"MULTILINESTRING ((-46.4952812349999 -18.564848718, -46.483606956 -18.5412609529999, -46.463918581 -18.508327672999897, -46.4564012019999 -18.494366826, -46.435512278 -18.455021204999998, -46.415592572 -18.421340856))"
BC250_2017_Trecho_Energia_L.70,70,LT 230 kV BARRO ALTO /NIQUELANDIA C-1 GO,LT 230 kV BARRO ALTO /NIQUELANDIA C-1 GO,Não,Não,,,Transmissão,Emerso,Sim,Construída,250014,23,"MULTILINESTRING ((-48.477750429 -14.4738580109999, -48.717690929 -14.830340511, -48.834082097999996 -15.000444241, -48.916220429000006 -15.1205835109999))"
BC250_2017_Trecho_Energia_L.71,71,<Null>,,Não,Não,0,,Transmissão,Elevado,Desconhecido,Desconhecida,250006,8,"MULTILINESTRING ((-48.38571716 -1.12097570399993, -48.387312586 -1.1193719639999198, -48.3901273049999 -1.11710886599991, -48.3928716329999 -1.11384792299992, -48.3950213129999 -1.11114846899994, -48.3973495839999 -1.10853828299992, -48.3991040929999 -1.10600716499994, -48.399784571999895 -1.10426725799994, -48.4007612659999 -1.10286231199996, -48.4002717159999 -1.09937202799995, -48.3989623709999 -1.09512418499992, -48.3989426019999 -1.09416611999995, -48.3988685959999 -1.0930826049999498, -48.3983369119999 -1.09166166699993, -48.3962947199999 -1.0889409159999601, -48.3953119169999 -1.08686825699994, -48.3934356259999 -1.08389505499991, -48.3918183199999 -1.08131189799991, -48.3916195319999 -1.07868158999992, -48.3916234599999 -1.07463561799995, -48.391538299999894 -1.0704481249999298, -48.3909667429999 -1.0692542339999098, -48.388468335999896 -1.0678230329999099))"
BC250_2017_Trecho_Energia_L.72,72,<Null>,,Não,Não,0,,Transmissão,Elevado,Desconhecido,Desconhecida,250006,6,"MULTILINESTRING ((-48.7243265039999 -1.5719624359999198, -48.7214490949999 -1.57110889399991))"
BC250_2017_Trecho_Energia_L.73,73,<Null>,,Não,Não,0,,Transmissão,Elevado,Desconhecido,Desconhecida,250006,11,"MULTILINESTRING ((-48.153152262999896 -1.30630306099994, -48.1476923609999 -1.3061458279999598, -48.1361787189999 -1.30523228599992, -48.0967378699999 -1.3012788249999399, -47.958378738 -1.29047194499998))"
BC250_2017_Trecho_Energia_L.74,74,<Null>,,Não,Não,0,,Transmissão,Elevado,Desconhecido,Desconhecida,250006,4,"MULTILINESTRING ((-48.7458554179999 -1.6337827879999098, -48.74118225299989 -1.5942678839999198, -48.7395902339999 -1.58122195999994, -48.73926316 -1.5793474929999398, -48.738863300999896 -1.57817101999996, -48.73696677899989 -1.5761489619999298, -48.734741811999896 -1.5739780739999099, -48.733319388999895 -1.5725425279999299, -48.7318596849999 -1.57188040999995, -48.729558610999895 -1.57191527699996, -48.7273314099999 -1.57231710099995, -48.7243265039999 -1.5719624359999198))"
BC250_2017_Trecho_Energia_L.75,75,<Null>,,Não,Não,0,,Transmissão,Elevado,Desconhecido,Desconhecida,250006,25,"MULTILINESTRING ((-49.5004386079999 -3.74163057899995, -49.5002136749999 -3.74178787399995, -49.4982666429999 -3.74283123699996, -49.493853693999895 -3.74511308499996, -49.4906626079999 -3.74676108699992, -49.4884046079999 -3.7478911539999396, -49.4866529349999 -3.74872078799996, -49.484581729000006 -3.74975641499992, -49.48151539199989 -3.75127916099996, -49.4790266959999 -3.75261592199996, -49.4764459329999 -3.7539761089999497, -49.473104387999896 -3.75561223399995, -49.4719289209999 -3.7562342799999398, -49.4713296239999 -3.75655720899994, -49.470868569999894 -3.75676417499994, -49.46898036099989 -3.75703903499993, -49.4662405469999 -3.7574040889999196, -49.464145106999894 -3.75770113799996, -49.458410694 -3.75856922499992, -49.4523765629999 -3.7595529089999196, -49.445790837999894 -3.76039700799993, -49.4371324159999 -3.76172334199993, -49.4324803669999 -3.7624774329999595, -49.428380559999894 -3.76309538299995, -49.4261467119999 -3.76332236699994, -49.4249722739999 -3.7635510599999398, -49.4202517079999 -3.76432890699994, -49.4190087219999 -3.7644889739999594, -49.413296843999895 -3.7654036639999595, -49.4065723109999 -3.76643233199991, -49.4040169809999 -3.7667735519999597, -49.4005152599999 -3.7673225009999096, -49.3974524929999 -3.76777904099993, -49.3932614829999 -3.76846594299991, -49.3898996999999 -3.7689527809999395, -49.3872428259999 -3.7693378149999095, -49.387274219999895 -3.7693563569999395, -49.386007209000006 -3.7695383419999198, -49.3840731079999 -3.76983627699991, -49.3809649379999 -3.7702460819999097, -49.3726508279999 -3.77152567599995, -49.365880774999894 -3.7725538589999097, -49.3628641899999 -3.77301105699991, -49.3611133109999 -3.77330783999992, -49.3598012879999 -3.7733757889999398, -49.357382844999904 -3.77371753999995, -49.356531573999895 -3.77369264099991, -49.3550121839999 -3.77350440299995, -49.3501337039999 -3.7727558909999197, -49.3480392019999 -3.7724742659999597, -49.344103243999896 -3.77186544799991, -49.3391545609999 -3.77118465099994, -49.334897039999895 -3.77050598799991, -49.3342525509999 -3.77043554599993, -49.3318355649999 -3.77003737099994, -49.3289364259999 -3.76952329699992, -49.3252998549999 -3.76896124999996, -49.31211207 -3.7670157689999497, -49.308798896999896 -3.7664776369999196, -49.30656608099989 -3.76612679899995, -49.3016637489999 -3.76544650899996, -49.2961586719999 -3.76696266799991, -49.293394814 -3.7677663029999198, -49.288465604 -3.76909748599991, -49.28475627699989 -3.77029268799993, -49.2794125149999 -3.7717165309999197, -49.2740927979999 -3.77320900799992, -49.2687258739999 -3.77465474699994, -49.265754678999905 -3.77552794099995, -49.262022992999896 -3.7765600399999397, -49.2552978079999 -3.77844327499992, -49.253914242 -3.7788795179999397, -49.251358372999896 -3.7795683369999398, -49.2480873559999 -3.78051027899994, -49.2444943499999 -3.7815439739999297, -49.2377449959999 -3.78335648399991, -49.2313647539999 -3.78517050999994, -49.2286695999999 -3.78588171499996, -49.224892391999894 -3.7869611609999096, -49.2154944049999 -3.7895087689999496, -49.211071392 -3.79090985499994, -49.209068236 -3.7914374629999097, -49.2061648609999 -3.7922173189999198, -49.2029408479999 -3.79315896299994, -49.1975739619999 -3.79462728999994, -49.194348557999895 -3.7955921959999195, -49.188014722999895 -3.7974290009999496, -49.183108958999895 -3.79873715399992, -49.1784557829999 -3.79992976099993, -49.17716552699989 -3.8004124619999398, -49.1738497169999 -3.80131086999995, -49.1703467589999 -3.80236280999992, -49.1678364669999 -3.8030745209999295, -49.1652799189999 -3.8038320239999197, -49.16297598199989 -3.8045207099999097, -49.1616870169999 -3.80479599599994, -49.16094959499989 -3.8051177159999297, -49.1597513419999 -3.8053929319999598, -49.157309954999896 -3.8061050069999296, -49.152956468999896 -3.80736684499993, -49.145769693999895 -3.80957110199995))"
